1672534800,Rain
1672538400,Clouds
1672542000,Rain
1672545600,Clouds
1672549200,Clouds
1672552800,Clouds
1672556400,Clouds
1672560000,Clouds
1672563600,Clouds
1672567200,Rain
1672570800,Rain
1672574400,Rain
1672578000,Rain
1672581600,Rain
1672585200,Rain
1672588800,Clouds
1672592400,Clouds
1672596000,Rain
1672599600,Clouds
1672603200,Clouds
1672606800,Clouds
1672610400,Clouds
1672614000,Clouds
1672617600,Clouds
1672621200,Clouds
1672621200,Clouds
1672624800,Clouds
1672628400,Clouds
1672632000,Clouds
1672635600,Clouds
1672639200,Clouds
1672642800,Clouds
1672646400,Clouds
1672650000,Clouds
1672653600,Clouds
1672657200,Clouds
1672660800,Clouds
1672664400,Clear
1672668000,Clear
1672671600,Clouds
1672675200,Clear
1672678800,Clear
1672682400,Clear
1672686000,Clear
1672689600,Clear
1672693200,Clear
1672696800,Clear
1672700400,Clear
1672704000,Clear
1672707600,Clear
1672707600,Clear
1672711200,Clear
1672714800,Clear
1672718400,Clouds
1672722000,Clouds
1672725600,Clouds
1672729200,Clouds
1672732800,Clouds
1672736400,Clouds
1672740000,Clouds
1672743600,Clouds
1672747200,Clouds
1672750800,Clear
1672754400,Clear
1672758000,Clear
1672761600,Clear
1672765200,Clouds
1672768800,Clouds
1672772400,Clouds
1672776000,Clouds
1672779600,Clouds
1672783200,Clouds
1672786800,Clouds
1672790400,Clouds
1672794000,Clear
1672794000,Clear
1672797600,Clear
1672801200,Clouds
1672804800,Clouds
1672808400,Clouds
1672812000,Clouds
1672815600,Clouds
1672819200,Clouds
1672822800,Clouds
1672826400,Clouds
1672830000,Clouds
1672833600,Clouds
1672837200,Clouds
1672840800,Clouds
1672844400,Clouds
1672848000,Clouds
1672851600,Clouds
1672855200,Clouds
1672858800,Clouds
1672862400,Clouds
1672866000,Clouds
1672869600,Clouds
1672873200,Clouds
1672876800,Clouds
1672880400,Clear
1672880400,Clear
1672884000,Clear
1672887600,Clear
1672891200,Clear
1672894800,Clear
1672898400,Clear
1672902000,Clear
1672905600,Clear
1672909200,Clear
1672912800,Clear
1672916400,Clear
1672920000,Clear
1672923600,Clear
1672927200,Clear
1672930800,Clear
1672934400,Clear
1672938000,Clear
1672941600,Clear
1672945200,Clouds
1672948800,Clouds
1672952400,Clouds
1672956000,Clouds
1672959600,Clouds
1672963200,Clouds
1672966800,Clear
1672966800,Clear
1672970400,Clear
1672974000,Clear
1672977600,Clear
1672981200,Clear
1672984800,Clear
1672988400,Clouds
1672992000,Clouds
1672995600,Clouds
1672999200,Clouds
1673002800,Clouds
1673006400,Clouds
1673010000,Clouds
1673013600,Clouds
1673017200,Clouds
1673020800,Clouds
1673024400,Clouds
1673028000,Clouds
1673031600,Clouds
1673035200,Clouds
1673038800,Clouds
1673042400,Clouds
1673046000,Clouds
1673049600,Clouds
1673053200,Clouds
1673053200,Clouds
1673056800,Clouds
1673060400,Rain
1673064000,Clouds
1673067600,Clouds
1673071200,Clouds
1673074800,Rain
1673078400,Clouds
1673082000,Rain
1673085600,Clouds
1673089200,Rain
1673092800,Rain
1673096400,Rain
1673100000,Clouds
1673103600,Rain
1673107200,Rain
1673110800,Rain
1673114400,Rain
1673118000,Rain
1673121600,Clouds
1673125200,Rain
1673128800,Clouds
1673132400,Clouds
1673136000,Rain
1673139600,Rain
1673139600,Rain
1673143200,Rain
1673146800,Rain
1673150400,Clouds
1673154000,Clouds
1673157600,Clouds
1673161200,Clouds
1673164800,Clouds
1673168400,Rain
1673172000,Clouds
1673175600,Clouds
1673179200,Clouds
1673182800,Clouds
1673186400,Clouds
1673190000,Rain
1673193600,Clouds
1673197200,Clouds
1673200800,Rain
1673204400,Rain
1673208000,Clouds
1673211600,Clouds
1673215200,Clouds
1673218800,Clouds
1673222400,Clouds
1673226000,Clouds
1673226000,Clouds
1673229600,Clouds
1673233200,Clouds
1673236800,Clouds
1673240400,Clouds
1673244000,Clouds
1673247600,Clouds
1673251200,Clouds
1673254800,Clouds
1673258400,Clouds
1673262000,Clouds
1673265600,Clouds
1673269200,Clouds
1673272800,Clouds
1673276400,Clouds
1673280000,Clouds
1673283600,Clouds
1673287200,Clouds
1673290800,Clouds
1673294400,Clouds
1673298000,Clouds
1673301600,Clouds
1673305200,Clouds
1673308800,Clouds
1673312400,Clouds
1673312400,Clouds
1673316000,Clouds
1673319600,Clouds
1673323200,Clouds
1673326800,Clouds
1673330400,Clouds
1673334000,Clouds
1673337600,Clouds
1673341200,Clouds
1673344800,Clouds
1673348400,Clouds
1673352000,Clouds
1673355600,Clouds
1673359200,Clouds
1673362800,Clouds
1673366400,Clouds
1673370000,Clouds
1673373600,Rain
1673377200,Clouds
1673380800,Clouds
1673384400,Clouds
1673388000,Clouds
1673391600,Clouds
1673395200,Clouds
1673398800,Rain
1673398800,Rain
1673402400,Clouds
1673406000,Rain
1673409600,Clouds
1673413200,Clouds
1673416800,Clouds
1673420400,Clouds
1673424000,Clouds
1673427600,Clouds
1673431200,Clouds
1673434800,Clouds
1673438400,Clouds
1673442000,Clouds
1673445600,Clouds
1673449200,Clouds
1673452800,Clouds
1673456400,Clouds
1673460000,Clouds
1673463600,Clouds
1673467200,Clouds
1673470800,Clouds
1673474400,Clouds
1673478000,Clouds
1673481600,Clouds
1673485200,Clouds
1673485200,Clouds
1673488800,Clouds
1673492400,Clouds
1673496000,Clouds
1673499600,Clouds
1673503200,Clouds
1673506800,Clouds
1673510400,Clouds
1673514000,Clouds
1673517600,Clouds
1673521200,Clouds
1673524800,Clouds
1673528400,Clouds
1673532000,Clouds
1673535600,Clouds
1673539200,Clouds
1673542800,Clouds
1673546400,Clouds
1673550000,Clouds
1673553600,Clouds
1673557200,Clouds
1673560800,Clouds
1673564400,Clouds
1673568000,Clouds
1673571600,Clouds
1673571600,Clouds
1673575200,Clouds
1673578800,Clouds
1673582400,Clouds
1673586000,Clouds
1673589600,Clouds
1673593200,Clouds
1673596800,Clouds
1673600400,Clouds
1673604000,Clouds
1673607600,Clouds
1673611200,Clouds
1673614800,Clouds
1673618400,Clouds
