dt,weather
1664114400,Clear
1664118000,Clear
1664121600,Clear
1664125200,Clear
1664128800,Clear
1664132400,Clouds
1664136000,Clouds
1664139600,Clouds
1664143200,Clouds
1664146800,Clouds
1664150400,Clouds
1664150400,Clouds
1664154000,Clear
1664157600,Clear
1664161200,Clear
1664164800,Clear
1664168400,Clear
1664172000,Clear
1664175600,Clear
1664179200,Clear
1664182800,Clear
1664186400,Clear
1664190000,Clear
1664193600,Clear
1664197200,Clear
1664200800,Clear
1664204400,Clear
1664208000,Clear
1664211600,Clear
1664215200,Clear
1664218800,Clear
1664222400,Clear
1664226000,Clear
1664229600,Clouds
1664233200,Clouds
1664236800,Clear
1664236800,Clear
1664240400,Clear
1664244000,Clear
1664247600,Clear
1664251200,Clouds
1664254800,Clouds
1664258400,Clouds
1664262000,Clear
1664265600,Clear
1664269200,Clear
1664272800,Clear
1664276400,Clear
1664280000,Clear
1664283600,Clear
1664287200,Clear
1664290800,Clear
1664294400,Clear
1664298000,Clear
1664301600,Clear
1664305200,Clear
1664308800,Clear
1664312400,Clear
1664316000,Clear
1664319600,Clear
1664323200,Clear
1664323200,Clear
1664326800,Clear
1664330400,Clouds
1664334000,Clouds
1664337600,Clouds
1664341200,Clouds
1664344800,Clouds
1664348400,Clouds
1664352000,Clouds
1664355600,Clouds
1664359200,Clouds
1664362800,Clouds
1664366400,Clouds
1664370000,Clouds
1664373600,Clouds
1664377200,Clouds
1664380800,Clouds
1664384400,Clouds
1664388000,Clouds
1664391600,Clouds
1664395200,Clouds
1664398800,Clouds
1664402400,Clouds
1664406000,Clouds
1664409600,Clouds
1664409600,Clouds
1664413200,Clouds
1664416800,Clouds
1664420400,Clouds
1664424000,Clouds
1664427600,Clouds
1664431200,Clouds
1664434800,Clouds
1664438400,Rain
1664442000,Clouds
1664445600,Clouds
1664449200,Clouds
1664452800,Clouds
1664456400,Clouds
1664460000,Clouds
1664463600,Clouds
1664467200,Clouds
1664470800,Clouds
1664474400,Clouds
1664478000,Clear
1664481600,Clear
1664485200,Clear
1664488800,Clear
1664492400,Clear
1664496000,Clear
1664496000,Clear
1664499600,Clear
1664503200,Clear
1664506800,Clear
1664510400,Clear
1664514000,Clear
1664517600,Clear
1664521200,Clear
1664524800,Clouds
1664528400,Clouds
1664532000,Clouds
1664535600,Clouds
1664539200,Clouds
1664542800,Clouds
1664546400,Clouds
1664550000,Clouds
1664553600,Clouds
1664557200,Clouds
1664560800,Clouds
1664564400,Clouds
1664568000,Clouds
1664571600,Clouds
1664575200,Clouds
1664578800,Clouds
1664582400,Clouds
1664582400,Clouds
1664586000,Clouds
1664589600,Clouds
1664593200,Clouds
1664596800,Clouds
1664600400,Clouds
1664604000,Clouds
1664607600,Clouds
1664611200,Clouds
1664614800,Clouds
1664618400,Clouds
1664622000,Clouds
1664625600,Clouds
1664629200,Clouds
1664632800,Clouds
1664636400,Clouds
1664640000,Clouds
1664643600,Clouds
1664647200,Clouds
1664650800,Clouds
1664654400,Clouds
1664658000,Clouds
1664661600,Clouds
1664665200,Clouds
1664668800,Clouds
1664668800,Clouds
1664672400,Clouds
1664676000,Clouds
1664679600,Clouds
1664683200,Clouds
1664686800,Clouds
1664690400,Clouds
1664694000,Clouds
1664697600,Clouds
1664701200,Clouds
1664704800,Clouds
1664708400,Clouds
1664712000,Clouds
1664715600,Clear
1664719200,Clear
1664722800,Clear
1664726400,Clear
1664730000,Clear
1664733600,Clear
1664737200,Clear
1664740800,Clear
1664744400,Clear
1664748000,Clear
1664751600,Clear
1664755200,Clear
1664755200,Clear
1664758800,Clear
1664762400,Clear
1664766000,Clear
1664769600,Clear
1664773200,Clear
1664776800,Clear
1664780400,Clouds
1664784000,Clouds
1664787600,Clear
1664791200,Clear
1664794800,Clear
1664798400,Clear
1664802000,Clear
1664805600,Clear
1664809200,Clear
1664812800,Clear
1664816400,Clear
1664820000,Clear
1664823600,Clear
1664827200,Clear
1664830800,Clear
1664834400,Clear
1664838000,Clear
1664841600,Clear
1664841600,Clear
1664845200,Clear
1664848800,Clear
1664852400,Clear
1664856000,Clear
1664859600,Clear
1664863200,Clear
1664866800,Clear
1664870400,Clear
1664874000,Clear
1664877600,Clear
1664881200,Clear
1664884800,Clear
1664888400,Clear
1664892000,Clear
1664895600,Clear
1664899200,Clear
1664902800,Clear
1664906400,Clear
1664910000,Clear
1664913600,Clear
1664917200,Clear
1664920800,Clear
1664924400,Clear
1664928000,Clear
1664928000,Clear
1664931600,Clear
1664935200,Clear
1664938800,Clear
1664942400,Clear
1664946000,Clear
1664949600,Clear
1664953200,Clear
1664956800,Clear
1664960400,Clear
1664964000,Clear
1664967600,Clear
1664971200,Clear
1664974800,Clear
1664978400,Clear
1664982000,Clear
1664985600,Clear
1664989200,Clear
1664992800,Clear
1664996400,Clouds
1665000000,Clouds
1665003600,Clouds
1665007200,Clouds
1665010800,Clouds
1665014400,Clouds
1665014400,Clouds
1665018000,Clouds
1665021600,Clouds
1665025200,Clouds
1665028800,Clouds
1665032400,Clouds
1665036000,Clouds
1665039600,Clouds
1665043200,Clouds
1665046800,Clouds
1665050400,Clouds
1665054000,Clouds
1665057600,Clouds
1665061200,Clouds
1665064800,Clouds
1665068400,Clouds
1665072000,Clouds
1665075600,Clouds
1665079200,Clouds
1665082800,Clouds
1665086400,Clouds
1665090000,Clouds
1665093600,Clouds
1665097200,Clouds
1665100800,Clouds
1665100800,Clouds
1665104400,Clouds
1665108000,Clouds
1665111600,Clouds
1665115200,Clouds
1665118800,Clouds
1665122400,Clouds
1665126000,Clouds
1665129600,Clouds
1665133200,Clear
1665136800,Clear
1665140400,Clear
1665144000,Clear
1665147600,Clear
1665151200,Clear
1665154800,Clear
1665158400,Clouds
1665162000,Clouds
1665165600,Clouds
1665169200,Clouds
1665172800,Clouds
1665176400,Clouds
1665180000,Clouds
1665183600,Clouds
1665187200,Clouds
1665187200,Clouds
1665190800,Clear
1665194400,Clear
1665198000,Clouds
1665201600,Clouds
1665205200,Clouds
1665208800,Clouds
1665212400,Clouds
1665216000,Clear
1665219600,Clear
1665223200,Clear
1665226800,Clear
1665230400,Clear
1665234000,Clear
1665237600,Clear
1665241200,Clear
1665244800,Clear
1665248400,Clear
1665252000,Clear
1665255600,Clear
1665259200,Clear
1665262800,Clear
1665266400,Clear
1665270000,Clear
1665273600,Clear
1665273600,Clear
1665277200,Clear
1665280800,Clear
1665284400,Clouds
1665288000,Clouds
1665291600,Clouds
1665295200,Clouds
1665298800,Clouds
1665302400,Clouds
1665306000,Clouds
1665309600,Clouds
1665313200,Clouds
1665316800,Clouds
1665320400,Clouds
1665324000,Clouds
1665327600,Rain
1665331200,Rain
1665334800,Rain
1665338400,Rain
1665342000,Clouds
1665345600,Clouds
1665349200,Clouds
1665352800,Clouds
1665356400,Clouds
1665360000,Clouds
1665360000,Clouds
1665363600,Clouds
1665367200,Clouds
1665370800,Clouds
1665374400,Clouds
1665378000,Clouds
1665381600,Clouds
1665385200,Clouds
1665388800,Clouds
1665392400,Clouds
1665396000,Clouds
1665399600,Clouds
1665403200,Rain
1665406800,Clouds
1665410400,Clouds
1665414000,Clouds
1665417600,Clouds
1665421200,Clouds
1665424800,Clouds
1665428400,Clear
1665432000,Clear
1665435600,Clear
1665439200,Clear
1665442800,Clear
1665446400,Clouds
1665446400,Clouds
1665450000,Clouds
1665453600,Clouds
1665457200,Clouds
1665460800,Clouds
1665464400,Clouds
1665468000,Clouds
1665471600,Clear
1665475200,Clear
1665478800,Clear
1665482400,Clear
1665486000,Clear
1665489600,Clear
1665493200,Clear
1665496800,Clear
1665500400,Clouds
1665504000,Clouds
1665507600,Clear
1665511200,Clouds
1665514800,Clear
1665518400,Clear
1665522000,Clear
1665525600,Clear
1665529200,Clear
1665532800,Clear
1665532800,Clear
1665536400,Clouds
1665540000,Clouds
1665543600,Clouds
1665547200,Clouds
1665550800,Clouds
1665554400,Clouds
1665558000,Clouds
1665561600,Clouds
1665565200,Clouds
1665568800,Clouds
1665572400,Clouds
1665576000,Clouds
1665579600,Clear
1665583200,Clear
1665586800,Clear
1665590400,Clouds
1665594000,Clouds
1665597600,Clouds
1665601200,Clear
1665604800,Clear
1665608400,Clear
1665612000,Clouds
1665615600,Clouds
1665619200,Clouds
1665619200,Clouds
1665622800,Clouds
1665626400,Clouds
1665630000,Clouds
1665633600,Clouds
1665637200,Clouds
1665640800,Clouds
1665644400,Clouds
1665648000,Clouds
1665651600,Clouds
1665655200,Clouds
1665658800,Clouds
1665662400,Clouds
1665666000,Clouds
1665669600,Clouds
1665673200,Clouds
1665676800,Clouds
1665680400,Clouds
1665684000,Clouds
1665687600,Clouds
1665691200,Clouds
1665694800,Clouds
1665698400,Clouds
1665702000,Clouds
1665705600,Clouds
1665705600,Clouds
1665709200,Clouds
1665712800,Clouds
1665716400,Clouds
1665720000,Clouds
1665723600,Clouds
1665727200,Clouds
1665730800,Clear
1665734400,Clear
1665738000,Clear
1665741600,Clear
1665745200,Clear
1665748800,Clear
1665752400,Clear
1665756000,Clear
1665759600,Clear
1665763200,Clear
1665766800,Clear
1665770400,Clear
1665774000,Clear
1665777600,Clear
1665781200,Clear
1665784800,Clear
1665788400,Clear
1665792000,Clear
1665792000,Clear
1665795600,Clear
1665799200,Clouds
1665802800,Clouds
1665806400,Clouds
1665810000,Clouds
1665813600,Clouds
1665817200,Clouds
1665820800,Clouds
1665824400,Clouds
1665828000,Clouds
1665831600,Clouds
1665835200,Clouds
1665838800,Clouds
1665842400,Clouds
1665846000,Clouds
1665849600,Clouds
1665853200,Clouds
1665856800,Clouds
1665860400,Clouds
1665864000,Clouds
1665867600,Clouds
1665871200,Clouds
1665874800,Clouds
1665878400,Clouds
1665878400,Clouds
1665882000,Clouds
1665885600,Clouds
1665889200,Clouds
1665892800,Clouds
1665896400,Clouds
1665900000,Clouds
1665903600,Clouds
1665907200,Clouds
1665910800,Clouds
1665914400,Clouds
1665918000,Clouds
1665921600,Clouds
1665925200,Clouds
1665928800,Clouds
1665932400,Clouds
1665936000,Clouds
1665939600,Clouds
1665943200,Clouds
1665946800,Clouds
1665950400,Clouds
1665954000,Clouds
1665957600,Rain
1665961200,Clouds
1665964800,Rain
1665964800,Rain
1665968400,Clouds
1665972000,Clouds
1665975600,Clouds
1665979200,Clouds
1665982800,Clouds
1665986400,Clouds
1665990000,Clouds
1665993600,Clouds
1665997200,Clouds
1666000800,Clouds
1666004400,Clouds
1666008000,Clouds
1666011600,Clouds
1666015200,Clouds
1666018800,Clouds
1666022400,Clouds
1666026000,Clouds
1666029600,Clouds
1666033200,Clouds
1666036800,Clear
1666040400,Clear
1666044000,Clear
1666047600,Clear
1666051200,Clear
1666051200,Clear
1666054800,Clouds
1666058400,Clouds
1666062000,Clouds
1666065600,Clouds
1666069200,Clouds
1666072800,Clouds
1666076400,Clouds
1666080000,Clouds
1666083600,Clouds
1666087200,Clouds
1666090800,Clouds
1666094400,Clouds
1666098000,Clouds
1666101600,Clouds
1666105200,Rain
1666108800,Clouds
1666112400,Clouds
1666116000,Clouds
1666119600,Clouds
1666123200,Clouds
1666126800,Clouds
1666130400,Clouds
1666134000,Clouds
1666137600,Clouds
1666137600,Clouds
1666141200,Clouds
1666144800,Clouds
1666148400,Clouds
1666152000,Clouds
1666155600,Rain
1666159200,Rain
1666162800,Rain
1666166400,Rain
1666170000,Rain
1666173600,Rain
1666177200,Clouds
1666180800,Clouds
1666184400,Clouds
1666188000,Clouds
1666191600,Clouds
1666195200,Rain
1666198800,Clouds
1666202400,Rain
1666206000,Clear
1666209600,Clear
1666213200,Clear
1666216800,Clear
1666220400,Clear
1666224000,Clear
1666224000,Clear
1666227600,Clear
1666231200,Clear
1666234800,Clear
1666238400,Clear
1666242000,Clear
1666245600,Clear
1666249200,Clear
1666252800,Clear
1666256400,Clear
1666260000,Clouds
1666263600,Clouds
1666267200,Clouds
1666270800,Clouds
1666274400,Rain
1666278000,Clouds
1666281600,Clouds
1666285200,Clouds
1666288800,Clouds
1666292400,Clouds
1666296000,Clouds
1666299600,Clouds
1666303200,Clouds
1666306800,Clouds
1666310400,Clouds
1666310400,Clouds
1666314000,Clouds
1666317600,Clouds
1666321200,Clouds
1666324800,Clouds
1666328400,Clouds
1666332000,Clouds
1666335600,Clouds
1666339200,Clouds
1666342800,Clouds
1666346400,Clouds
1666350000,Clouds
1666353600,Clouds
1666357200,Clouds
1666360800,Clouds
1666364400,Clouds
1666368000,Clouds
1666371600,Clouds
1666375200,Clouds
1666378800,Clear
1666382400,Clear
1666386000,Clear
1666389600,Clear
1666393200,Clear
1666396800,Clear
1666396800,Clear
1666400400,Clouds
1666404000,Clouds
1666407600,Clouds
1666411200,Clouds
1666414800,Clouds
1666418400,Clouds
1666422000,Clouds
1666425600,Clouds
1666429200,Clouds
1666432800,Clouds
1666436400,Clouds
1666440000,Clouds
1666443600,Clouds
1666447200,Clouds
1666450800,Clouds
1666454400,Clouds
1666458000,Clouds
1666461600,Clouds
1666465200,Clouds
1666468800,Clouds
1666472400,Clouds
1666476000,Clouds
1666479600,Clouds
1666483200,Clouds
1666483200,Clouds
1666486800,Clouds
1666490400,Clouds
1666494000,Clouds
1666497600,Clouds
1666501200,Clouds
1666504800,Clouds
1666508400,Clouds
1666512000,Clouds
1666515600,Clouds
1666519200,Clouds
1666522800,Clouds
1666526400,Clouds
1666530000,Clouds
1666533600,Clouds
1666537200,Rain
1666540800,Clouds
1666544400,Clouds
1666548000,Clouds
1666551600,Clouds
1666555200,Clouds
1666558800,Clouds
1666562400,Clouds
1666566000,Clouds
1666569600,Clouds
1666569600,Clouds
1666573200,Clouds
1666576800,Clouds
1666580400,Clouds
1666584000,Clouds
1666587600,Clouds
1666591200,Clouds
1666594800,Clouds
1666598400,Clouds
1666602000,Clouds
1666605600,Clouds
1666609200,Clouds
1666612800,Clouds
1666616400,Clouds
1666620000,Clouds
1666623600,Clouds
1666627200,Clouds
1666630800,Clouds
1666634400,Clouds
1666638000,Clouds
1666641600,Clouds
1666645200,Clouds
1666648800,Clouds
1666652400,Clouds
1666656000,Clouds
1666656000,Clouds
1666659600,Clouds
1666663200,Clouds
1666666800,Rain
1666670400,Clouds
1666674000,Clouds
1666677600,Clouds
1666681200,Clouds
1666684800,Rain
1666688400,Clouds
1666692000,Rain
1666695600,Clouds
1666699200,Clouds
1666702800,Clouds
1666706400,Clouds
1666710000,Clouds
1666713600,Clouds
1666717200,Clouds
1666720800,Clouds
1666724400,Clouds
1666728000,Clouds
1666731600,Clouds
1666735200,Clouds
1666738800,Clouds
1666742400,Clouds
1666742400,Clouds
1666746000,Clear
1666749600,Clear
1666753200,Clear
1666756800,Clear
1666760400,Clear
1666764000,Clouds
1666767600,Clouds
1666771200,Clouds
1666774800,Clouds
1666778400,Clouds
1666782000,Clouds
1666785600,Clouds
1666789200,Clouds
1666792800,Clouds
1666796400,Clouds
1666800000,Clouds
1666803600,Clouds
1666807200,Clouds
1666810800,Clouds
1666814400,Clouds
1666818000,Clouds
1666821600,Clouds
1666825200,Clouds
1666828800,Clouds
1666828800,Clouds
1666832400,Clouds
1666836000,Clouds
1666839600,Clouds
1666843200,Clouds
1666846800,Clouds
1666850400,Clouds
1666854000,Clouds
1666857600,Clouds
1666861200,Clouds
1666864800,Rain
1666868400,Clouds
1666872000,Clouds
1666875600,Rain
1666879200,Clouds
1666882800,Clouds
1666886400,Clouds
1666890000,Clouds
1666893600,Clouds
1666897200,Clouds
1666900800,Clouds
1666904400,Clouds
1666908000,Clouds
1666911600,Clouds
1666915200,Clouds
1666915200,Clouds
1666918800,Rain
1666922400,Clouds
1666926000,Clouds
1666929600,Clouds
1666933200,Clouds
1666936800,Rain
1666940400,Clouds
1666944000,Clouds
1666947600,Rain
1666951200,Clouds
1666954800,Rain
1666958400,Rain
1666962000,Rain
1666965600,Clouds
1666969200,Clouds
1666972800,Clouds
1666976400,Clouds
1666980000,Clouds
1666983600,Clouds
1666987200,Clouds
1666990800,Clouds
1666994400,Clouds
1666998000,Clouds
1667001600,Clouds
1667001600,Clouds
1667005200,Clouds
1667008800,Clouds
1667012400,Rain
1667016000,Rain
1667019600,Rain
1667023200,Rain
1667026800,Rain
1667030400,Rain
1667034000,Clouds
1667037600,Clouds
1667041200,Rain
1667044800,Rain
1667048400,Rain
1667052000,Clouds
1667055600,Clouds
1667059200,Clouds
1667062800,Clouds
1667066400,Clouds
1667070000,Clouds
1667073600,Clouds
1667077200,Clouds
1667080800,Clouds
1667084400,Clouds
1667088000,Clouds
1667088000,Clouds
1667091600,Clouds
1667095200,Clouds
1667098800,Clouds
1667102400,Clouds
1667106000,Clouds
1667109600,Clouds
1667113200,Clear
1667116800,Clear
1667120400,Clear
1667124000,Clear
1667127600,Clear
1667131200,Clear
1667134800,Clouds
1667138400,Clouds
1667142000,Clouds
1667145600,Clouds
1667149200,Clouds
1667152800,Clouds
1667156400,Clouds
1667160000,Clouds
1667163600,Clouds
1667167200,Clouds
1667170800,Clouds
1667174400,Clouds
1667174400,Clouds
1667178000,Rain
1667181600,Rain
1667185200,Clouds
1667188800,Rain
1667192400,Rain
1667196000,Rain
1667199600,Clouds
1667203200,Rain
1667206800,Clouds
1667210400,Clouds
1667214000,Clouds
1667217600,Rain
1667221200,Clouds
1667224800,Clouds
1667228400,Clouds
1667232000,Clouds
1667235600,Clouds
1667239200,Clouds
1667242800,Clouds
1667246400,Clouds
1667250000,Clouds
1667253600,Clouds
1667257200,Clouds
1667260800,Clouds
1667260800,Clouds
1667264400,Clear
1667268000,Clear
1667271600,Clear
1667275200,Clear
1667278800,Clouds
1667282400,Clouds
1667286000,Clouds
1667289600,Clouds
1667293200,Clouds
1667296800,Clouds
1667300400,Clouds
1667304000,Clouds
1667307600,Clouds
1667311200,Clouds
1667314800,Clouds
1667318400,Clouds
1667322000,Clouds
1667325600,Clouds
1667329200,Clear
1667332800,Clouds
1667336400,Clouds
1667340000,Clouds
1667343600,Clouds
1667347200,Clouds
1667347200,Clouds
1667350800,Clouds
1667354400,Clouds
1667358000,Clouds
1667361600,Clouds
1667365200,Clouds
1667368800,Clouds
1667372400,Clouds
1667376000,Clouds
1667379600,Clouds
1667383200,Clouds
1667386800,Clouds
1667390400,Clouds
1667394000,Clouds
1667397600,Clouds
1667401200,Clouds
1667404800,Clouds
1667408400,Clouds
1667412000,Clouds
1667415600,Clouds
1667419200,Clouds
1667422800,Clouds
1667426400,Rain
1667430000,Rain
1667433600,Rain
1667433600,Rain
1667437200,Rain
1667440800,Rain
1667444400,Rain
1667448000,Rain
1667451600,Rain
1667455200,Rain
1667458800,Rain
1667462400,Rain
1667466000,Clouds
1667469600,Rain
1667473200,Clouds
1667476800,Clouds
1667480400,Clouds
1667484000,Rain
1667487600,Clouds
1667491200,Clouds
1667494800,Clouds
1667498400,Clouds
1667502000,Clouds
1667505600,Clouds
1667509200,Clouds
1667512800,Clouds
1667516400,Clouds
1667520000,Clouds
1667520000,Clouds
1667523600,Clouds
1667527200,Clouds
1667530800,Clouds
1667534400,Clouds
1667538000,Clouds
1667541600,Clouds
1667545200,Clouds
1667548800,Clouds
1667552400,Clouds
1667556000,Clouds
1667559600,Clouds
1667563200,Clouds
1667566800,Clouds
1667570400,Clouds
1667574000,Clouds
1667577600,Clouds
1667581200,Clouds
1667584800,Clouds
1667588400,Clouds
1667592000,Clouds
1667595600,Clouds
1667599200,Clouds
1667602800,Clouds
1667606400,Clouds
1667606400,Clouds
1667610000,Clear
1667613600,Clear
1667617200,Clear
1667620800,Clear
1667624400,Clear
1667628000,Clear
1667631600,Clear
1667635200,Clear
1667638800,Clear
1667642400,Clear
1667646000,Clear
1667649600,Clear
1667653200,Clear
1667656800,Clear
1667660400,Clear
1667664000,Clear
1667667600,Clouds
1667671200,Clouds
1667674800,Clouds
1667678400,Clouds
1667682000,Clouds
1667685600,Clouds
1667689200,Clouds
1667692800,Clouds
1667692800,Clouds
1667696400,Clouds
1667700000,Clouds
1667703600,Clouds
1667707200,Clouds
1667710800,Clouds
1667714400,Clouds
1667718000,Clouds
1667721600,Clouds
1667725200,Clouds
1667728800,Clouds
1667732400,Clouds
1667736000,Clouds
1667739600,Clouds
1667743200,Clouds
1667746800,Clouds
1667750400,Clouds
1667754000,Clouds
1667757600,Clouds
1667761200,Clouds
1667764800,Clouds
1667768400,Clouds
1667772000,Clouds
1667775600,Clouds
1667779200,Clouds
1667779200,Clouds
1667782800,Clouds
1667786400,Clouds
1667790000,Clouds
1667793600,Clouds
1667797200,Clouds
1667800800,Clouds
1667804400,Clouds
1667808000,Clouds
1667811600,Clouds
1667815200,Clouds
1667818800,Clouds
1667822400,Clouds
1667826000,Clouds
1667829600,Clouds
1667833200,Clouds
1667836800,Clouds
1667840400,Clouds
1667844000,Clouds
1667847600,Clouds
1667851200,Clouds
1667854800,Clouds
1667858400,Clouds
1667862000,Clouds
1667865600,Clouds
1667865600,Clouds
1667869200,Clouds
1667872800,Clouds
1667876400,Clouds
1667880000,Clouds
1667883600,Clouds
1667887200,Clouds
1667890800,Clouds
1667894400,Rain
1667898000,Clouds
1667901600,Clouds
1667905200,Rain
1667908800,Rain
1667912400,Clouds
1667916000,Clouds
1667919600,Clouds
1667923200,Clouds
1667926800,Clouds
1667930400,Clouds
1667934000,Clouds
1667937600,Clouds
1667941200,Clouds
1667944800,Clouds
1667948400,Clouds
1667952000,Clouds
1667952000,Clouds
1667955600,Rain
1667959200,Rain
1667962800,Clouds
1667966400,Clouds
1667970000,Clouds
1667973600,Clouds
1667977200,Clouds
1667980800,Clouds
1667984400,Clouds
1667988000,Clouds
1667991600,Clouds
1667995200,Clouds
1667998800,Clouds
1668002400,Clouds
1668006000,Clouds
1668009600,Clouds
1668013200,Clouds
1668016800,Clouds
1668020400,Clouds
1668024000,Clouds
1668027600,Clouds
1668031200,Rain
1668034800,Clouds
1668038400,Clouds
1668038400,Clouds
1668042000,Clouds
1668045600,Clouds
1668049200,Clouds
1668052800,Clouds
1668056400,Clouds
1668060000,Clouds
1668063600,Clouds
1668067200,Clouds
1668070800,Clouds
1668074400,Clouds
1668078000,Clouds
1668081600,Clouds
1668085200,Clear
1668088800,Clear
1668092400,Clear
1668096000,Clear
1668099600,Clear
1668103200,Clear
1668106800,Clear
1668110400,Clear
1668114000,Clear
1668117600,Clear
1668121200,Clouds
1668124800,Clouds
1668124800,Clouds
1668128400,Clouds
1668132000,Clouds
1668135600,Clouds
1668139200,Clouds
1668142800,Clouds
1668146400,Clouds
1668150000,Clear
1668153600,Clear
1668157200,Clear
1668160800,Clear
1668164400,Clear
1668168000,Clear
1668171600,Clear
1668175200,Clear
1668178800,Clear
1668182400,Clear
1668186000,Clear
1668189600,Clear
1668193200,Clear
1668196800,Clear
1668200400,Clear
1668204000,Clear
1668207600,Clear
1668211200,Clear
1668211200,Clear
1668214800,Clear
1668218400,Clear
1668222000,Clear
1668225600,Clear
1668229200,Clear
1668232800,Clear
1668236400,Clear
1668240000,Clear
1668243600,Clouds
1668247200,Clouds
1668250800,Clouds
1668254400,Clouds
1668258000,Clear
1668261600,Clouds
1668265200,Clouds
1668268800,Clouds
1668272400,Clouds
1668276000,Clouds
1668279600,Clouds
1668283200,Clouds
1668286800,Clouds
1668290400,Clouds
1668294000,Clouds
1668297600,Clouds
1668297600,Clouds
1668301200,Clouds
1668304800,Clouds
1668308400,Clouds
1668312000,Clouds
1668315600,Clouds
1668319200,Clouds
1668322800,Clouds
1668326400,Clouds
1668330000,Clouds
1668333600,Clouds
1668337200,Clouds
1668340800,Clouds
1668344400,Clouds
1668348000,Clouds
1668351600,Clouds
1668355200,Clouds
1668358800,Rain
1668362400,Clouds
1668366000,Clouds
1668369600,Clouds
1668373200,Clouds
1668376800,Clouds
1668380400,Rain
1668384000,Clouds
1668384000,Clouds
1668387600,Clouds
1668391200,Clouds
1668394800,Clouds
1668398400,Clouds
1668402000,Clouds
1668405600,Clouds
1668409200,Clouds
1668412800,Clouds
1668416400,Clouds
1668420000,Clouds
1668423600,Clouds
1668427200,Clouds
1668430800,Clouds
1668434400,Clouds
1668438000,Clouds
1668441600,Clouds
1668445200,Clouds
1668448800,Clouds
1668452400,Clouds
1668456000,Clouds
1668459600,Clouds
1668463200,Clouds
1668466800,Clouds
1668470400,Clouds
1668470400,Clouds
1668474000,Clouds
1668477600,Clouds
1668481200,Clouds
1668484800,Clouds
1668488400,Clouds
1668492000,Rain
1668495600,Rain
1668499200,Rain
1668502800,Rain
1668506400,Clouds
1668510000,Clouds
1668513600,Clouds
1668517200,Clouds
1668520800,Clouds
1668524400,Clouds
1668528000,Clouds
1668531600,Clouds
1668535200,Clouds
1668538800,Clouds
1668542400,Clouds
1668546000,Clouds
1668549600,Clouds
1668553200,Clouds
1668556800,Clouds
1668556800,Clouds
1668560400,Clouds
1668564000,Clouds
1668567600,Clouds
1668571200,Clouds
1668574800,Rain
1668578400,Clouds
1668582000,Rain
1668585600,Rain
1668589200,Rain
1668592800,Rain
1668596400,Clouds
1668600000,Rain
1668603600,Rain
1668607200,Rain
1668610800,Rain
1668614400,Rain
1668618000,Rain
1668621600,Rain
1668625200,Clouds
1668628800,Clouds
1668632400,Rain
1668636000,Clouds
1668639600,Clouds
1668643200,Clouds
1668643200,Clouds
1668646800,Rain
1668650400,Clouds
1668654000,Clouds
1668657600,Clouds
1668661200,Clouds
1668664800,Clouds
1668668400,Clouds
1668672000,Clouds
1668675600,Clouds
1668679200,Rain
1668682800,Clouds
1668686400,Clouds
1668690000,Rain
1668693600,Clouds
1668697200,Clouds
1668700800,Clouds
1668704400,Clouds
1668708000,Clouds
1668711600,Clouds
1668715200,Clouds
1668718800,Clouds
1668722400,Clouds
1668726000,Clouds
1668729600,Clouds
1668729600,Clouds
1668733200,Clouds
1668736800,Clouds
1668740400,Clouds
1668744000,Clouds
1668747600,Clouds
1668751200,Clouds
1668754800,Clouds
1668758400,Clouds
1668762000,Clouds
1668765600,Clouds
1668769200,Clouds
1668772800,Rain
1668776400,Clouds
1668780000,Clear
1668783600,Clouds
1668787200,Clouds
1668790800,Clouds
1668794400,Clouds
1668798000,Clouds
1668801600,Clouds
1668805200,Clouds
1668808800,Clouds
1668812400,Clouds
1668816000,Clouds
1668816000,Clouds
1668819600,Clouds
1668823200,Clouds
1668826800,Clouds
1668830400,Clouds
1668834000,Clouds
1668837600,Clouds
1668841200,Clouds
1668844800,Clouds
1668848400,Clouds
1668852000,Clouds
1668855600,Clouds
1668859200,Clouds
1668862800,Clouds
1668866400,Clouds
1668870000,Clouds
1668873600,Clouds
1668877200,Rain
1668880800,Clouds
1668884400,Clouds
1668888000,Clouds
1668891600,Clouds
1668895200,Clouds
1668898800,Clouds
1668902400,Clouds
1668902400,Clouds
1668906000,Clouds
1668909600,Clouds
1668913200,Clouds
1668916800,Clouds
1668920400,Clouds
1668924000,Clouds
1668927600,Rain
1668931200,Clouds
1668934800,Clouds
1668938400,Clouds
1668942000,Clouds
1668945600,Clouds
1668949200,Clouds
1668952800,Clouds
1668956400,Clouds
1668960000,Clouds
1668963600,Clouds
1668967200,Clouds
1668970800,Clouds
1668974400,Clouds
1668978000,Clouds
1668981600,Clouds
1668985200,Clouds
1668988800,Clouds
1668988800,Clouds
1668992400,Clouds
1668996000,Clouds
1668999600,Clouds
1669003200,Clouds
1669006800,Clouds
1669010400,Clouds
1669014000,Clouds
1669017600,Clouds
1669021200,Clouds
1669024800,Rain
1669028400,Clouds
1669032000,Clouds
1669035600,Clouds
1669039200,Clouds
1669042800,Clouds
1669046400,Clouds
1669050000,Clouds
1669053600,Clouds
1669057200,Clouds
1669060800,Clouds
1669064400,Clouds
1669068000,Clouds
1669071600,Clouds
1669075200,Clouds
1669075200,Clouds
1669078800,Clouds
1669082400,Clouds
1669086000,Clouds
