timestamp,vehicle
1656518400000,1053
1656522000000,1263
1656525600000,1366
1656529200000,1206
1656532800000,862
1656536400000,573
1656540000000,500
1656543600000,298
1656547200000,233
1656550800000,95
1656554400000,39
1656558000000,34
1656561600000,26
1656565200000,56
1656568800000,136
1656572400000,620
1656576000000,1123
1656579600000,1179
1656583200000,856
1656586800000,851
1656590400000,1020
1656594000000,1026
1656597600000,1079
1656601200000,1045
1656604800000,1068
1656608400000,1291
1656612000000,1371
1656615600000,1225
1656619200000,850
1656622800000,714
1656626400000,543
1656630000000,340
1656633600000,342
1656637200000,85
1656640800000,72
1656644400000,42
1656648000000,44
1656651600000,65
1656655200000,134
1656658800000,518
1656662400000,1078
1656666000000,1104
1656669600000,896
1656673200000,859
1656676800000,1081
1656680400000,1031
1656684000000,1120
1656687600000,1029
1656691200000,1202
1656694800000,1356
1656698400000,1345
1656702000000,1276
1656705600000,1043
1656709200000,771
1656712800000,607
1656716400000,535
1656720000000,328
1656723600000,210
1656727200000,133
1656730800000,76
1656734400000,63
1656738000000,84
1656741600000,102
1656745200000,291
1656748800000,460
1656752400000,680
1656756000000,771
1656759600000,937
1656763200000,869
1656766800000,828
1656770400000,885
1656774000000,969
1656777600000,876
1656781200000,906
1656784800000,949
1656788400000,1049
1656792000000,869
1656795600000,698
1656799200000,615
1656802800000,557
1656806400000,141
1656810000000,210
1656813600000,144
1656817200000,75
1656820800000,64
1656824400000,66
1656828000000,82
1656831600000,178
1656835200000,218
1656838800000,293
1656842400000,531
1656846000000,665
1656849600000,840
1656853200000,675
1656856800000,734
1656860400000,922
1656864000000,904
1656867600000,929
1656871200000,885
1656874800000,902
1656878400000,849
1656882000000,541
1656885600000,469
1656889200000,273
1656892800000,199
1656896400000,73
1656900000000,61
1656903600000,39
1656907200000,33
1656910800000,48
1656914400000,114
1656918000000,543
1656921600000,1019
1656925200000,1083
1656928800000,870
1656932400000,948
1656936000000,1052
1656939600000,549
1656964800000,215
1656968400000,578
1656972000000,432
1656975600000,275
1656979200000,180
1656982800000,96
1656986400000,69
1656990000000,30
1656993600000,27
1656997200000,63
1657000800000,124
1657004400000,571
1657008000000,1080
1657011600000,1021
1657015200000,882
1657018800000,860
1657022400000,985
1657026000000,994
1657029600000,1115
1657033200000,955
1657036800000,1065
1657040400000,1318
1657044000000,1291
1657047600000,1222
1657051200000,923
1657054800000,613
1657058400000,488
1657062000000,280
1657065600000,224
1657069200000,82
1657072800000,43
1657076400000,45
1657080000000,38
1657083600000,64
1657087200000,123
1657090800000,581
1657094400000,1074
1657098000000,1158
1657101600000,934
1657105200000,925
1657108800000,1010
1657112400000,963
1657116000000,1088
1657119600000,30
1657123200000,621
1657126800000,1287
1657130400000,1363
1657134000000,1215
1657137600000,951
1657141200000,672
1657144800000,529
1657148400000,331
1657152000000,233
1657155600000,111
1657159200000,72
1657162800000,26
1657166400000,28
1657170000000,58
1657173600000,139
1657177200000,646
1657180800000,1090
1657184400000,1121
1657188000000,920
1657191600000,901
1657195200000,934
1657198800000,326
1657234800000,209
1657242000000,124
1657245600000,73
1657249200000,36
1657252800000,23
1657256400000,51
1657260000000,142
1657263600000,586
1657267200000,1022
1657270800000,1127
1657274400000,938
1657278000000,932
1657281600000,981
1657285200000,483
1657288800000,662
1657411200000,166
1657483200000,661
1657486800000,668
1657490400000,506
1657494000000,275
1657497600000,173
1657501200000,90
1657504800000,48
1657508400000,36
1657512000000,32
1657515600000,44
1657519200000,133
1657522800000,559
1657526400000,1100
1657530000000,1126
1657533600000,935
1657537200000,857
1657540800000,1033
1657544400000,272
1657548000000,390
1657558800000,244
1657562400000,1319
1657566000000,1115
1657569600000,795
1657573200000,607
1657576800000,413
1657580400000,283
1657587600000,76
1657591200000,61
1657594800000,31
1657598400000,25
1657602000000,52
1657605600000,138
1657609200000,590
1657612800000,1117
1657616400000,1126
1657620000000,961
1657623600000,872
1657627200000,994
1657630800000,60
1658016000000,214
1658019600000,128
1658023200000,209
1658026800000,124
1658030400000,116
1658034000000,66
1658037600000,95
1658041200000,234
1658070000000,432
1658073600000,1055
1658077200000,1017
1658080800000,1435
1658084400000,1497
1658088000000,1101
1658091600000,786
1658095200000,741
1658098800000,391
1658102400000,159
1658106000000,121
1658109600000,55
1658113200000,56
1658116800000,37
1658120400000,63
1658124000000,119
1658127600000,1223
1658131200000,1517
1658134800000,1232
1658138400000,929
1658142000000,1016
1658145600000,1183
1658149200000,1068
1658152800000,1234
1658156400000,926
1658160000000,1418
1658163600000,1437
1658167200000,1542
1658170800000,1304
1658174400000,837
1658178000000,834
1658181600000,540
1658185200000,404
1658188800000,220
1658192400000,75
1658196000000,32
1658199600000,7
1658203200000,4
1658206800000,38
1658210400000,96
1658214000000,1000
1658217600000,1287
1658221200000,1241
1658224800000,1098
1658228400000,984
1658232000000,1118
1658235600000,1162
1658239200000,1122
1658242800000,1150
1658246400000,1295
1658250000000,1504
1658253600000,1639
1658257200000,1269
1658260800000,816
1658264400000,788
1658268000000,650
1658271600000,390
1658275200000,235
1658278800000,91
1658282400000,39
1658286000000,35
1658289600000,8
1658293200000,44
1658296800000,90
1658300400000,1034
1658304000000,1403
1658307600000,1177
1658311200000,1013
1658314800000,1065
1658318400000,1057
1658322000000,1135
1658325600000,1267
1658329200000,1346
1658332800000,1516
1658336400000,1653
1658340000000,1791
1658343600000,1414
1658347200000,1140
1658350800000,815
1658354400000,603
1658358000000,466
1658361600000,328
1658365200000,108
1658368800000,32
1658372400000,16
1658376000000,11
1658379600000,41
1658383200000,129
1658386800000,835
1658390400000,1519
1658394000000,1211
1658397600000,1170
1658401200000,1180
1658404800000,1373
1658408400000,1250
1658412000000,1355
1658415600000,1218
1658419200000,1167
1658422800000,1592
1658426400000,1576
1658430000000,1388
1658433600000,1109
1658437200000,804
1658440800000,584
1658444400000,433
1658448000000,514
1658451600000,112
1658455200000,42
1658458800000,11
1658462400000,8
1658466000000,34
1658469600000,92
1658473200000,766
1658476800000,1261
1658480400000,1052
1658484000000,510
1658487600000,11
1658491200000,1205
1658494800000,1148
1658498400000,1149
1658502000000,1162
1658505600000,1169
1658509200000,1333
1658512800000,1329
1658516400000,1281
1658520000000,1008
1658523600000,759
1658527200000,617
1658530800000,566
1658538000000,275
1658541600000,133
1658545200000,87
1658548800000,78
1658552400000,91
1658556000000,109
1658559600000,299
1658563200000,456
1658566800000,738
1658570400000,801
1658574000000,964
1658577600000,278
1658707200000,166
1658754000000,195
1658757600000,1016
1658761200000,1081
1658764800000,1045
1658768400000,1287
1658772000000,1345
1658775600000,1218
1658779200000,819
1658782800000,605
1658786400000,475
1658790000000,336
1658793600000,215
1658797200000,80
1658800800000,55
1658804400000,26
1658808000000,36
1658811600000,62
1658815200000,129
1658818800000,542
1658822400000,1017
1658826000000,1051
1658829600000,922
1658833200000,843
1658836800000,964
1658840400000,954
1658844000000,1003
1658847600000,984
1658851200000,1016
1658854800000,1256
1658858400000,1350
1658862000000,1243
1658865600000,895
1658869200000,609
1658872800000,483
1658876400000,396
1658880000000,222
1658883600000,110
1658887200000,47
1658890800000,31
1658894400000,32
1658898000000,67
1658901600000,115
1658905200000,562
1658908800000,1056
1658912400000,989
1658916000000,952
1658919600000,855
1658923200000,975
1658926800000,953
1658930400000,1096
1658934000000,1066
1658937600000,1068
1658941200000,1235
1658944800000,1363
1658948400000,1191
1658952000000,855
1658955600000,576
1658959200000,515
1658962800000,412
1658966400000,230
1658970000000,114
1658973600000,68
1658977200000,36
1658980800000,37
1658984400000,77
1658988000000,138
1658991600000,557
1658995200000,991
1658998800000,1059
1659002400000,923
1659006000000,877
1659009600000,947
1659013200000,909
1659016800000,1001
1659020400000,1095
1659024000000,1090
1659027600000,1327
1659031200000,1386
1659034800000,1205
1659038400000,857
1659042000000,611
1659045600000,559
1659049200000,414
1659052800000,406
1659056400000,103
1659060000000,38
1659063600000,17
1659067200000,36
1659070800000,59
1659074400000,127
1659078000000,536
1659081600000,960
1659085200000,922
1659088800000,925
1659092400000,927
1659096000000,1007
1659099600000,923
1659103200000,964
1659106800000,1140
1659110400000,1137
1659114000000,1299
1659117600000,1339
1659121200000,1340
1659124800000,1017
1659128400000,791
1659132000000,616
1659135600000,563
1659139200000,511
1659142800000,258
1659146400000,169
1659150000000,69
1659153600000,72
1659157200000,64
1659160800000,110
1659164400000,283
1659168000000,486
1659171600000,762
1659175200000,842
1659178800000,912
1659182400000,916
1659186000000,871
1659189600000,871
1659193200000,984
1659196800000,970
1659200400000,944
1659204000000,965
1659207600000,1004
1659211200000,1027
1659214800000,842
1659218400000,705
1659222000000,675
1659225600000,211
1659229200000,255
1659232800000,142
1659236400000,109
1659240000000,85
1659243600000,70
1659247200000,74
1659250800000,210
1659254400000,364
1659258000000,653
1659261600000,805
1659265200000,894
1659268800000,914
1659272400000,731
1659276000000,753
1659279600000,803
1659283200000,922
1659286800000,919
1659290400000,909
1659294000000,949
1659297600000,1008
1659301200000,913
1659304800000,634
1659308400000,441
1659312000000,222
1659315600000,141
1659319200000,81
1659322800000,52
1659326400000,34
1659330000000,46
1659333600000,126
1659337200000,513
1659340800000,919
1659344400000,990
1659348000000,911
1659351600000,920
1659355200000,945
1659358800000,875
1659362400000,961
1659366000000,982
1659369600000,990
1659373200000,1120
1659376800000,1222
1659380400000,1181
1659384000000,900
1659387600000,651
1659391200000,554
1659394800000,405
1659398400000,193
1659402000000,96
1659405600000,74
1659409200000,41
1659412800000,38
1659416400000,62
1659420000000,129
1659423600000,514
1659427200000,872
1659430800000,881
1659434400000,874
1659438000000,950
1659441600000,968
1659445200000,877
1659448800000,1008
1659452400000,1070
1659456000000,1060
1659459600000,1220
1659463200000,1320
1659466800000,1253
1659470400000,811
1659474000000,544
1659477600000,486
1659481200000,358
1659484800000,218
1659488400000,105
1659492000000,63
1659495600000,30
1659499200000,54
1659502800000,71
1659506400000,111
1659510000000,531
1659513600000,854
1659517200000,862
1659520800000,904
1659524400000,949
1659528000000,982
1659531600000,892
1659535200000,987
1659538800000,1129
1659542400000,1149
1659546000000,1321
1659549600000,1374
1659553200000,1074
1659556800000,806
1659560400000,593
1659564000000,506
1659567600000,378
1659571200000,261
1659574800000,152
1659578400000,82
1659582000000,41
1659585600000,44
1659589200000,77
1659592800000,109
1659596400000,556
1659600000000,864
1659603600000,848
1659607200000,787
1659610800000,875
1659614400000,928
1659618000000,914
1659621600000,936
1659625200000,1111
1659628800000,1014
1659632400000,1115
1659636000000,1211
1659639600000,1158
1659643200000,940
1659646800000,685
1659650400000,513
1659654000000,375
1659657600000,353
1659661200000,143
1659664800000,80
1659668400000,37
1659672000000,35
1659675600000,66
1659679200000,121
1659682800000,547
1659686400000,831
1659690000000,784
1659693600000,893
1659697200000,971
1659700800000,1002
1659704400000,851
1659708000000,940
1659711600000,1054
1659715200000,1025
1659718800000,1166
1659722400000,1263
1659726000000,1236
1659729600000,893
1659733200000,718
1659736800000,612
1659740400000,522
1659744000000,377
1659747600000,220
1659751200000,121
1659754800000,58
1659758400000,46
1659762000000,65
1659765600000,94
1659769200000,235
1659772800000,392
1659776400000,567
1659780000000,766
1659783600000,926
1659787200000,953
1659790800000,804
1659794400000,836
1659798000000,913
1659801600000,862
1659805200000,887
1659808800000,997
1659812400000,943
1659816000000,821
1659819600000,648
1659823200000,572
1659826800000,552
1659830400000,171
1659834000000,243
1659837600000,174
1659841200000,85
1659844800000,71
1659848400000,65
1659852000000,69
1659855600000,188
1659859200000,263
1659862800000,420
1659866400000,615
1659870000000,803
1659873600000,889
1659877200000,633
1659880800000,650
1659884400000,897
1659888000000,945
1659891600000,898
1659895200000,978
1659898800000,986
1659902400000,864
1659906000000,702
1659909600000,551
1659913200000,387
1659916800000,227
1659920400000,115
1659924000000,60
1659927600000,45
1659931200000,32
1659934800000,56
1659938400000,124
1659942000000,465
1659945600000,863
1659949200000,803
1659952800000,839
1659956400000,920
1659960000000,977
1659963600000,940
1659967200000,1114
1659970800000,1090
1659974400000,1122
1659978000000,1224
1659981600000,1265
1659985200000,1223
1659988800000,844
1659992400000,592
1659996000000,486
1659999600000,415
1660003200000,248
1660006800000,115
1660010400000,61
1660014000000,30
1660017600000,36
1660021200000,74
1660024800000,110
1660028400000,493
1660032000000,831
1660035600000,802
1660039200000,907
1660042800000,1061
1660046400000,990
1660050000000,862
1660053600000,1046
1660057200000,1132
1660060800000,1028
1660064400000,1178
1660068000000,1237
1660071600000,1239
1660075200000,917
1660078800000,591
1660082400000,534
1660086000000,428
1660089600000,352
1660093200000,88
1660096800000,68
1660100400000,35
1660104000000,37
1660107600000,57
1660111200000,107
1660114800000,475
1660118400000,859
1660122000000,888
1660125600000,915
1660129200000,997
1660132800000,981
1660136400000,887
1660140000000,983
1660143600000,1049
1660147200000,1063
1660150800000,1137
1660154400000,1268
1660158000000,1309
1660161600000,934
1660165200000,621
1660168800000,589
1660172400000,481
1660176000000,328
1660179600000,165
1660183200000,79
1660186800000,44
1660190400000,58
1660194000000,61
1660197600000,143
1660201200000,501
1660204800000,862
1660208400000,820
1660212000000,865
1660215600000,976
1660219200000,924
1660222800000,856
1660226400000,1025
1660230000000,1011
1660233600000,1021
1660237200000,1173
1660240800000,1217
1660244400000,1148
1660248000000,992
1660251600000,759
1660255200000,605
1660258800000,508
1660262400000,445
1660266000000,150
1660269600000,82
1660273200000,55
1660276800000,49
1660280400000,60
1660284000000,135
1660287600000,475
1660291200000,835
1660294800000,832
1660298400000,964
1660302000000,929
1660305600000,1022
1660309200000,901
1660312800000,1060
1660316400000,1129
1660320000000,1045
1660323600000,1195
1660327200000,1360
1660330800000,1243
1660334400000,1074
1660338000000,772
1660341600000,638
1660345200000,633
1660348800000,569
1660352400000,243
1660356000000,129
1660359600000,72
1660363200000,76
1660366800000,63
1660370400000,100
1660374000000,227
1660377600000,397
1660381200000,596
1660384800000,843
1660388400000,904
1660392000000,946
1660395600000,772
1660399200000,759
1660402800000,1004
1660406400000,923
1660410000000,972
1660413600000,969
1660417200000,982
1660420800000,894
1660424400000,768
1660428000000,604
1660431600000,591
1660435200000,326
1660438800000,279
1660442400000,194
1660446000000,85
1660449600000,78
1660453200000,60
1660456800000,76
1660460400000,209
1660464000000,299
1660467600000,491
1660471200000,727
1660474800000,896
1660478400000,866
1660482000000,692
1660485600000,729
1660489200000,969
1660492800000,919
1660496400000,958
1660500000000,968
1660503600000,991
1660507200000,870
1660510800000,736
1660514400000,549
1660518000000,496
1660521600000,221
1660525200000,166
1660528800000,96
1660532400000,68
1660536000000,35
1660539600000,49
1660543200000,65
1660546800000,205
1660550400000,290
1660554000000,452
1660557600000,704
1660561200000,888
1660564800000,915
1660568400000,780
1660572000000,811
1660575600000,963
1660579200000,1000
1660582800000,958
1660586400000,992
1660590000000,1009
1660593600000,963
1660597200000,636
1660600800000,544
1660604400000,350
1660608000000,234
1660611600000,118
1660615200000,56
1660618800000,35
1660622400000,31
1660626000000,51
1660629600000,120
1660633200000,447
1660636800000,773
1660640400000,819
1660644000000,909
1660647600000,961
1660651200000,1000
1660654800000,937
1660658400000,1023
1660662000000,1080
1660665600000,1124
1660669200000,1251
1660672800000,1227
1660676400000,1145
1660680000000,766
1660683600000,546
1660687200000,464
1660690800000,338
1660694400000,262
1660698000000,118
1660701600000,72
1660705200000,45
1660708800000,34
1660712400000,47
1660716000000,106
1660719600000,423
1660723200000,748
1660726800000,804
1660730400000,966
1660734000000,943
1660737600000,1021
1660741200000,916
1660744800000,1004
1660748400000,1201
1660752000000,1183
1660755600000,1231
1660759200000,1221
1660762800000,1109
1660766400000,769
1660770000000,560
1660773600000,495
1660777200000,389
1660780800000,218
1660784400000,135
1660788000000,97
1660791600000,32
1660795200000,49
1660798800000,77
1660802400000,113
1660806000000,419
1660809600000,754
1660813200000,916
1660816800000,1007
1660820400000,1003
1660824000000,963
1660827600000,914
1660831200000,1061
1660834800000,1180
1660838400000,1112
1660842000000,1171
1660845600000,1263
1660849200000,1129
1660852800000,790
1660856400000,565
1660860000000,544
1660863600000,448
1660867200000,419
1660870800000,102
1660874400000,67
1660878000000,33
1660881600000,34
1660885200000,56
1660888800000,105
1660892400000,449
1660896000000,762
1660899600000,898
1660903200000,938
1660906800000,962
1660910400000,992
1660914000000,930
1660917600000,939
1660921200000,1086
1660924800000,1085
1660928400000,1120
1660932000000,1186
1660935600000,1224
1660939200000,992
1660942800000,660
1660946400000,590
1660950000000,550
1660953600000,361
1660957200000,191
1660960800000,109
1660964400000,83
1660968000000,58
1660971600000,74
1660975200000,88
1660978800000,277
1660982400000,436
1660986000000,710
1660989600000,901
1660993200000,917
1660996800000,922
1661000400000,767
1661004000000,848
1661007600000,951
1661011200000,905
1661014800000,907
1661018400000,959
1661022000000,1042
1661025600000,823
1661029200000,583
1661032800000,548
1661036400000,565
1661040000000,160
1661043600000,210
1661047200000,163
1661050800000,97
1661054400000,68
1661058000000,72
1661061600000,78
1661065200000,188
1661068800000,285
1661072400000,436
1661076000000,724
1661079600000,815
1661083200000,830
1661086800000,649
1661090400000,718
1661094000000,937
1661097600000,989
1661101200000,1039
1661104800000,1054
1661108400000,1009
1661112000000,734
1661115600000,552
1661119200000,458
1661122800000,320
1661126400000,180
1661130000000,71
1661133600000,36
1661137200000,21
1661140800000,24
1661144400000,44
1661148000000,106
1661151600000,412
1661155200000,763
1661158800000,851
1661162400000,912
1661166000000,936
1661169600000,1017
1661173200000,967
1661176800000,1009
1661180400000,1055
1661184000000,1064
1661187600000,1207
1661191200000,1277
1661194800000,1077
1661198400000,833
1661202000000,527
1661205600000,459
1661209200000,340
1661216400000,74
1661220000000,45
1661223600000,25
1661227200000,34
1661230800000,53
1661234400000,107
1661238000000,435
1661241600000,830
1661245200000,987
1661248800000,970
1661252400000,931
1661256000000,984
1661259600000,863
1661263200000,1022
1661266800000,104
1661904000000,234
1661968800000,393
1661972400000,1188
1661976000000,824
1661979600000,587
1661983200000,437
1661986800000,382
1661990400000,231
1661994000000,130
1661997600000,75
1662001200000,39
1662004800000,45
1662008400000,69
1662012000000,149
1662015600000,488
1662019200000,945
1662022800000,971
1662026400000,791
1662030000000,592
1662033600000,924
1662037200000,933
1662040800000,955
1662044400000,995
1662048000000,1037
1662051600000,1217
1662055200000,1312
1662058800000,1064
1662062400000,769
1662066000000,556
1662069600000,429
1662073200000,361
1662076800000,306
1662080400000,94
1662084000000,56
1662087600000,33
1662091200000,40
1662094800000,56
1662098400000,107
1662102000000,476
1662105600000,963
1662109200000,974
1662112800000,790
1662116400000,840
1662120000000,971
1662123600000,868
1662127200000,981
1662130800000,1009
1662134400000,1001
1662138000000,1214
1662141600000,1244
1662145200000,1149
1662148800000,877
1662152400000,631
1662156000000,593
1662159600000,464
1662163200000,324
1662166800000,171
1662170400000,109
1662174000000,45
1662177600000,46
1662181200000,80
1662184800000,98
1662188400000,251
1662192000000,394
1662195600000,616
1662199200000,821
1662202800000,869
1662206400000,764
1662210000000,735
1662213600000,813
1662217200000,934
1662220800000,855
1662224400000,861
1662228000000,895
1662231600000,941
1662235200000,812
1662238800000,546
1662242400000,563
1662246000000,471
1662249600000,157
1662253200000,189
1662256800000,131
1662260400000,70
1662264000000,53
1662267600000,61
1662271200000,86
1662274800000,164
1662278400000,248
1662282000000,370
1662285600000,542
1662289200000,738
1662292800000,865
1662296400000,564
1662300000000,675
1662303600000,905
1662307200000,956
1662310800000,898
1662314400000,872
1662318000000,826
1662321600000,747
1662325200000,510
1662328800000,401
1662332400000,291
1662336000000,115
1662339600000,64
1662343200000,45
1662346800000,28
1662350400000,38
1662354000000,45
1662357600000,117
1662361200000,542
1662364800000,1006
1662368400000,1025
1662372000000,838
1662375600000,854
1662379200000,796
1662382800000,924
1662386400000,894
1662390000000,963
1662393600000,941
1662397200000,1230
1662400800000,1333
1662404400000,1015
1662408000000,676
1662411600000,502
1662415200000,306
1662418800000,246
1662422400000,152
1662426000000,60
1662429600000,46
1662433200000,23
1662436800000,30
1662440400000,51
1662444000000,119
1662447600000,506
1662451200000,1004
1662454800000,917
1662458400000,816
1662462000000,838
1662465600000,955
1662469200000,954
1662472800000,962
1662476400000,1024
1662480000000,991
1662483600000,1272
1662487200000,1258
1662490800000,1046
1662494400000,739
1662498000000,504
1662501600000,390
1662505200000,330
1662508800000,167
1662512400000,77
1662516000000,49
1662519600000,22
1662523200000,30
1662526800000,52
1662530400000,112
1662534000000,542
1662537600000,995
1662541200000,974
1662544800000,775
1662548400000,790
1662552000000,924
1662555600000,657
1662566400000,715
1662570000000,1303
1662573600000,1264
1662577200000,1080
1662580800000,719
1662584400000,483
1662588000000,440
1662591600000,298
1662595200000,187
1662598800000,66
1662602400000,40
1662606000000,24
1662609600000,34
1662613200000,39
1662616800000,107
1662620400000,488
1662624000000,818
1662627600000,708
1662631200000,685
1662634800000,667
1662638400000,808
1662642000000,846
1662645600000,972
1662649200000,958
1662652800000,1024
1662656400000,1108
1662660000000,1045
1662663600000,942
1662667200000,675
1662670800000,497
1662674400000,368
1662678000000,286
1662681600000,359
1662685200000,75
1662688800000,47
1662692400000,29
1662696000000,18
1662699600000,47
1662703200000,100
1662706800000,528
1662710400000,1010
1662714000000,986
1662717600000,779
1662721200000,836
1662724800000,901
1662728400000,914
1662732000000,980
1662735600000,1051
1662739200000,1116
1662742800000,1267
1662746400000,1310
1662750000000,1188
1662753600000,978
1662757200000,686
1662760800000,607
1662764400000,488
1662768000000,425
1662771600000,192
1662775200000,102
1662778800000,77
1662782400000,60
1662786000000,66
1662789600000,113
1662793200000,250
1662796800000,406
1662800400000,610
1662804000000,715
1662807600000,848
1662811200000,866
1662814800000,742
1662818400000,919
1662822000000,924
1662825600000,856
1662829200000,806
1662832800000,972
1662836400000,948
1662840000000,846
1662843600000,630
1662847200000,515
1662850800000,531
1662854400000,160
1662858000000,253
1662861600000,155
1662865200000,95
1662868800000,71
1662872400000,50
1662876000000,65
1662879600000,146
1662883200000,236
1662886800000,361
1662890400000,628
1662894000000,723
1662897600000,913
1662901200000,755
1662904800000,761
1662908400000,1036
1662912000000,1042
1662915600000,1004
1662919200000,1129
1662922800000,935
1662926400000,772
1662930000000,573
1662933600000,447
1662937200000,280
1662940800000,156
1662944400000,70
1662948000000,36
1662951600000,33
1662955200000,20
1662958800000,50
1662962400000,82
1662966000000,459
1662969600000,809
1662973200000,817
1662976800000,806
1662980400000,829
1662984000000,919
1662987600000,843
1662991200000,920
1662994800000,903
1662998400000,1058
1663002000000,1295
1663005600000,1104
1663009200000,899
1663012800000,593
1663016400000,439
1663020000000,333
1663023600000,222
1663027200000,108
1663030800000,60
1663034400000,49
1663038000000,17
1663041600000,33
1663045200000,42
1663048800000,82
1663052400000,386
1663056000000,895
1663059600000,845
1663063200000,628
1663066800000,787
1663070400000,927
1663074000000,919
1663077600000,853
1663081200000,934
1663084800000,1052
1663088400000,1215
1663092000000,1238
1663095600000,1015
1663099200000,655
1663102800000,385
1663106400000,290
1663110000000,219
1663117200000,51
1663120800000,31
1663124400000,23
1663128000000,31
1663131600000,49
1663135200000,107
1663138800000,506
1663142400000,1040
1663146000000,1007
1663149600000,752
1663153200000,298
1663459200000,174
1663520400000,1220
1663524000000,1170
1663527600000,1166
1663531200000,979
1663534800000,615
1663538400000,479
1663542000000,279
1663545600000,164
1663549200000,70
1663552800000,42
1663556400000,29
1663560000000,28
1663563600000,53
1663567200000,121
1663570800000,631
1663574400000,1230
1663578000000,863
1663581600000,752
1663585200000,1023
1663588800000,1079
1663592400000,1180
1663596000000,1203
1663599600000,1183
1663603200000,1285
1663606800000,1332
1663610400000,1340
1663614000000,1250
1663617600000,957
1663621200000,557
1663624800000,432
1663628400000,327
1663632000000,166
1663635600000,63
1663639200000,44
1663642800000,36
1663646400000,40
1663650000000,57
1663653600000,116
1663657200000,603
1663660800000,1112
1663664400000,1043
1663668000000,1034
1663671600000,993
1663675200000,1057
1663678800000,1111
1663682400000,1037
1663686000000,1168
1663689600000,1168
1663693200000,1307
1663696800000,1349
1663700400000,1265
1663704000000,1010
1663707600000,647
1663711200000,503
1663714800000,346
1663718400000,117
1663722000000,94
1663725600000,56
1663729200000,35
1663732800000,31
1663736400000,61
1663740000000,125
1663743600000,585
1663747200000,1033
1663750800000,1009
1663754400000,857
1663758000000,817
1663761600000,1031
1663765200000,877
1663768800000,517
1663772400000,166
1663776000000,62
1663779600000,972
1663783200000,1144
1663786800000,712
1663790400000,433
1663794000000,357
1663797600000,283
1663801200000,323
1663804800000,275
1663808400000,81
1663812000000,44
1663815600000,36
1663819200000,24
1663822800000,69
1663826400000,109
1663830000000,346
1663833600000,502
1663837200000,266
1663840800000,337
1663844400000,566
1663848000000,293
1663851600000,361
1663855200000,294
1663858800000,350
1663862400000,325
1663866000000,360
1663869600000,477
1663873200000,534
1663876800000,245
1663880400000,49
1663884000000,109
1663887600000,401
1663891200000,305
1663894800000,120
1663898400000,97
1663902000000,62
1663905600000,103
1663909200000,119
1663912800000,164
1663916400000,568
1663920000000,1210
1663923600000,1064
1663927200000,944
1663930800000,951
1663934400000,1082
1663938000000,1234
1663941600000,1063
1663945200000,1181
1663948800000,1242
1663952400000,1361
1663956000000,1421
1663959600000,1340
1663963200000,1015
1663966800000,657
1663970400000,599
1663974000000,522
1663977600000,332
1663981200000,180
1663984800000,115
1663988400000,62
1663992000000,54
1663995600000,65
1663999200000,92
1664002800000,271
1664006400000,426
1664010000000,550
1664013600000,666
1664017200000,746
1664020800000,664
1664024400000,460
1664028000000,746
1664031600000,899
1664035200000,903
1664038800000,852
1664042400000,829
1664046000000,893
1664049600000,757
1664053200000,579
1664056800000,520
1664060400000,454
1664064000000,193
1664067600000,180
1664071200000,133
1664074800000,76
1664078400000,56
1664082000000,53
1664085600000,83
1664089200000,201
1664092800000,277
1664096400000,507
1664100000000,680
1664103600000,886
1664107200000,963
1664110800000,699
1664114400000,770
1664118000000,1012
1664121600000,1072
1664125200000,1054
1664128800000,974
1664132400000,988
1664136000000,756
1664139600000,537
1664143200000,394
1664146800000,223
1664150400000,122
1664154000000,72
1664157600000,41
1664161200000,19
1664164800000,26
1664168400000,39
1664172000000,122
1664175600000,388
1664179200000,445
1664186400000,536
1664190000000,705
1664193600000,872
1664197200000,767
1664200800000,679
1664204400000,832
1664208000000,706
1664211600000,833
1664215200000,809
1664218800000,868
1664222400000,517
1664226000000,283
1664229600000,337
1664233200000,246
1664236800000,207
1664240400000,64
1664244000000,41
1664247600000,22
1664251200000,20
1664254800000,48
1664258400000,135
1664262000000,637
1664265600000,1089
1664269200000,1119
1664272800000,1050
1664276400000,936
1664280000000,1152
1664283600000,1235
1664287200000,1088
1664290800000,1186
1664294400000,1223
1664298000000,1331
1664301600000,145
1664305200000,1195
1664308800000,832
1664312400000,481
1664316000000,525
1664319600000,334
1664326800000,79
1664330400000,38
1664334000000,30
1664337600000,26
1664341200000,56
1664344800000,124
1664348400000,593
1664352000000,1066
1664355600000,904
1664359200000,906
1664362800000,901
1664366400000,951
1664370000000,1075
1664373600000,775
1664377200000,657
1664380800000,583
1664384400000,739
1664388000000,99
1664391600000,146
1664398800000,75
1664402400000,123
1664406000000,20
1664409600000,203
1664413200000,19
1664416800000,44
1664420400000,9
1664424000000,25
1664427600000,36
1664431200000,87
1664434800000,260
1664438400000,380
1664442000000,378
1664445600000,457
1664449200000,169
1664452800000,526
1664456400000,1213
1664460000000,1029
1664463600000,1114
1664467200000,1232
1664470800000,1419
1664474400000,1371
1664478000000,1323
1664481600000,964
1664485200000,610
1664488800000,493
1664492400000,381
1664496000000,323
1664499600000,99
1664503200000,50
1664506800000,33
1664510400000,39
1664514000000,60
1664517600000,129
1664521200000,602
1664524800000,1167
1664528400000,1014
1664532000000,1016
1664535600000,967
1664539200000,1177
1664542800000,1257
1664546400000,1139
1664550000000,1147
1664553600000,396
1664557200000,65
